Split,Disease,Filename,Extension,Width,Height,Channels,Color Mode,File Size (KB),File Size (MB),Full Path
train,Mild_Demented,mild_135.jpg,.jpg,128,128,1,L,3.56,0.0035,C:\Users\mohib\Desktop\Alzheimer_Split\train\Mild_Demented\mild_135.jpg
train,Mild_Demented,mild_136.jpg,.jpg,128,128,1,L,3.88,0.0038,C:\Users\mohib\Desktop\Alzheimer_Split\train\Mild_Demented\mild_136.jpg
train,Mild_Demented,mild_137.jpg,.jpg,128,128,1,L,3.69,0.0036,C:\Users\mohib\Desktop\Alzheimer_Split\train\Mild_Demented\mild_137.jpg
train,Mild_Demented,mild_138.jpg,.jpg,128,128,1,L,3.82,0.0037,C:\Users\mohib\Desktop\Alzheimer_Split\train\Mild_Demented\mild_138.jpg
train,Mild_Demented,mild_14.jpg,.jpg,128,128,1,L,4.09,0.004,C:\Users\mohib\Desktop\Alzheimer_Split\train\Mild_Demented\mild_14.jpg
train,Mild_Demented,mild_141.jpg,.jpg,128,128,1,L,3.86,0.0038,C:\Users\mohib\Desktop\Alzheimer_Split\train\Mild_Demented\mild_141.jpg
train,Mild_Demented,mild_143.jpg,.jpg,128,128,1,L,3.97,0.0039,C:\Users\mohib\Desktop\Alzheimer_Split\train\Mild_Demented\mild_143.jpg
train,Mild_Demented,mild_144.jpg,.jpg,128,128,1,L,3.94,0.0039,C:\Users\mohib\Desktop\Alzheimer_Split\train\Mild_Demented\mild_144.jpg
train,Mild_Demented,mild_145.jpg,.jpg,128,128,1,L,3.69,0.0036,C:\Users\mohib\Desktop\Alzheimer_Split\train\Mild_Demented\mild_145.jpg
train,Mild_Demented,mild_146.jpg,.jpg,128,128,1,L,4.12,0.004,C:\Users\mohib\Desktop\Alzheimer_Split\train\Mild_Demented\mild_146.jpg
train,Mild_Demented,mild_147.jpg,.jpg,128,128,1,L,3.97,0.0039,C:\Users\mohib\Desktop\Alzheimer_Split\train\Mild_Demented\mild_147.jpg
train,Mild_Demented,mild_148.jpg,.jpg,128,128,1,L,4.0,0.0039,C:\Users\mohib\Desktop\Alzheimer_Split\train\Mild_Demented\mild_148.jpg
train,Mild_Demented,mild_149.jpg,.jpg,128,128,1,L,3.91,0.0038,C:\Users\mohib\Desktop\Alzheimer_Split\train\Mild_Demented\mild_149.jpg
train,Mild_Demented,mild_15.jpg,.jpg,128,128,1,L,4.05,0.004,C:\Users\mohib\Desktop\Alzheimer_Split\train\Mild_Demented\mild_15.jpg
train,Mild_Demented,mild_151.jpg,.jpg,128,128,1,L,3.9,0.0038,C:\Users\mohib\Desktop\Alzheimer_Split\train\Mild_Demented\mild_151.jpg
train,Mild_Demented,mild_154.jpg,.jpg,128,128,1,L,3.97,0.0039,C:\Users\mohib\Desktop\Alzheimer_Split\train\Mild_Demented\mild_154.jpg
train,Mild_Demented,mild_155.jpg,.jpg,128,128,1,L,3.81,0.0037,C:\Users\mohib\Desktop\Alzheimer_Split\train\Mild_Demented\mild_155.jpg
train,Mild_Demented,mild_156.jpg,.jpg,128,128,1,L,3.94,0.0038,C:\Users\mohib\Desktop\Alzheimer_Split\train\Mild_Demented\mild_156.jpg
train,Mild_Demented,mild_157.jpg,.jpg,128,128,1,L,3.9,0.0038,C:\Users\mohib\Desktop\Alzheimer_Split\train\Mild_Demented\mild_157.jpg
train,Mild_Demented,mild_159.jpg,.jpg,128,128,1,L,3.78,0.0037,C:\Users\mohib\Desktop\Alzheimer_Split\train\Mild_Demented\mild_159.jpg
train,Mild_Demented,mild_160.jpg,.jpg,128,128,1,L,3.92,0.0038,C:\Users\mohib\Desktop\Alzheimer_Split\train\Mild_Demented\mild_160.jpg
train,Mild_Demented,mild_166.jpg,.jpg,128,128,1,L,3.74,0.0037,C:\Users\mohib\Desktop\Alzheimer_Split\train\Mild_Demented\mild_166.jpg
train,Mild_Demented,mild_167.jpg,.jpg,128,128,1,L,3.87,0.0038,C:\Users\mohib\Desktop\Alzheimer_Split\train\Mild_Demented\mild_167.jpg
train,Mild_Demented,mild_168.jpg,.jpg,128,128,1,L,3.71,0.0036,C:\Users\mohib\Desktop\Alzheimer_Split\train\Mild_Demented\mild_168.jpg
train,Mild_Demented,mild_169.jpg,.jpg,128,128,1,L,3.8,0.0037,C:\Users\mohib\Desktop\Alzheimer_Split\train\Mild_Demented\mild_169.jpg
train,Mild_Demented,mild_17.jpg,.jpg,128,128,1,L,4.13,0.004,C:\Users\mohib\Desktop\Alzheimer_Split\train\Mild_Demented\mild_17.jpg
train,Mild_Demented,mild_170.jpg,.jpg,128,128,1,L,4.02,0.0039,C:\Users\mohib\Desktop\Alzheimer_Split\train\Mild_Demented\mild_170.jpg
train,Mild_Demented,mild_173.jpg,.jpg,128,128,1,L,3.64,0.0036,C:\Users\mohib\Desktop\Alzheimer_Split\train\Mild_Demented\mild_173.jpg
train,Mild_Demented,mild_174.jpg,.jpg,128,128,1,L,4.1,0.004,C:\Users\mohib\Desktop\Alzheimer_Split\train\Mild_Demented\mild_174.jpg
train,Mild_Demented,mild_175.jpg,.jpg,128,128,1,L,3.88,0.0038,C:\Users\mohib\Desktop\Alzheimer_Split\train\Mild_Demented\mild_175.jpg
train,Mild_Demented,mild_176.jpg,.jpg,128,128,1,L,3.92,0.0038,C:\Users\mohib\Desktop\Alzheimer_Split\train\Mild_Demented\mild_176.jpg
train,Mild_Demented,mild_177.jpg,.jpg,128,128,1,L,3.92,0.0038,C:\Users\mohib\Desktop\Alzheimer_Split\train\Mild_Demented\mild_177.jpg
train,Mild_Demented,mild_179.jpg,.jpg,128,128,1,L,3.81,0.0037,C:\Users\mohib\Desktop\Alzheimer_Split\train\Mild_Demented\mild_179.jpg
train,Mild_Demented,mild_180.jpg,.jpg,128,128,1,L,3.76,0.0037,C:\Users\mohib\Desktop\Alzheimer_Split\train\Mild_Demented\mild_180.jpg
train,Mild_Demented,mild_181.jpg,.jpg,128,128,1,L,4.57,0.0045,C:\Users\mohib\Desktop\Alzheimer_Split\train\Mild_Demented\mild_181.jpg
train,Mild_Demented,mild_182.jpg,.jpg,128,128,1,L,4.46,0.0044,C:\Users\mohib\Desktop\Alzheimer_Split\train\Mild_Demented\mild_182.jpg
train,Mild_Demented,mild_187.jpg,.jpg,128,128,1,L,4.34,0.0042,C:\Users\mohib\Desktop\Alzheimer_Split\train\Mild_Demented\mild_187.jpg
train,Mild_Demented,mild_188.jpg,.jpg,128,128,1,L,4.33,0.0042,C:\Users\mohib\Desktop\Alzheimer_Split\train\Mild_Demented\mild_188.jpg
train,Mild_Demented,mild_19.jpg,.jpg,128,128,1,L,4.1,0.004,C:\Users\mohib\Desktop\Alzheimer_Split\train\Mild_Demented\mild_19.jpg
train,Mild_Demented,mild_190.jpg,.jpg,128,128,1,L,4.39,0.0043,C:\Users\mohib\Desktop\Alzheimer_Split\train\Mild_Demented\mild_190.jpg
train,Mild_Demented,mild_191.jpg,.jpg,128,128,1,L,4.53,0.0044,C:\Users\mohib\Desktop\Alzheimer_Split\train\Mild_Demented\mild_191.jpg
train,Mild_Demented,mild_194.jpg,.jpg,128,128,1,L,4.45,0.0043,C:\Users\mohib\Desktop\Alzheimer_Split\train\Mild_Demented\mild_194.jpg
train,Mild_Demented,mild_195.jpg,.jpg,128,128,1,L,4.61,0.0045,C:\Users\mohib\Desktop\Alzheimer_Split\train\Mild_Demented\mild_195.jpg
train,Mild_Demented,mild_196.jpg,.jpg,128,128,1,L,4.38,0.0043,C:\Users\mohib\Desktop\Alzheimer_Split\train\Mild_Demented\mild_196.jpg
train,Mild_Demented,mild_198.jpg,.jpg,128,128,1,L,4.39,0.0043,C:\Users\mohib\Desktop\Alzheimer_Split\train\Mild_Demented\mild_198.jpg
train,Mild_Demented,mild_199.jpg,.jpg,128,128,1,L,4.51,0.0044,C:\Users\mohib\Desktop\Alzheimer_Split\train\Mild_Demented\mild_199.jpg
train,Mild_Demented,mild_2.jpg,.jpg,128,128,1,L,4.21,0.0041,C:\Users\mohib\Desktop\Alzheimer_Split\train\Mild_Demented\mild_2.jpg
train,Mild_Demented,mild_200.jpg,.jpg,128,128,1,L,4.4,0.0043,C:\Users\mohib\Desktop\Alzheimer_Split\train\Mild_Demented\mild_200.jpg
train,Mild_Demented,mild_202.jpg,.jpg,128,128,1,L,4.38,0.0043,C:\Users\mohib\Desktop\Alzheimer_Split\train\Mild_Demented\mild_202.jpg
train,Mild_Demented,mild_203.jpg,.jpg,128,128,1,L,4.4,0.0043,C:\Users\mohib\Desktop\Alzheimer_Split\train\Mild_Demented\mild_203.jpg
train,Mild_Demented,mild_205.jpg,.jpg,128,128,1,L,4.29,0.0042,C:\Users\mohib\Desktop\Alzheimer_Split\train\Mild_Demented\mild_205.jpg
train,Mild_Demented,mild_206.jpg,.jpg,128,128,1,L,4.44,0.0043,C:\Users\mohib\Desktop\Alzheimer_Split\train\Mild_Demented\mild_206.jpg
train,Mild_Demented,mild_207.jpg,.jpg,128,128,1,L,4.26,0.0042,C:\Users\mohib\Desktop\Alzheimer_Split\train\Mild_Demented\mild_207.jpg
train,Mild_Demented,mild_208.jpg,.jpg,128,128,1,L,4.01,0.0039,C:\Users\mohib\Desktop\Alzheimer_Split\train\Mild_Demented\mild_208.jpg
train,Mild_Demented,mild_209.jpg,.jpg,128,128,1,L,4.58,0.0045,C:\Users\mohib\Desktop\Alzheimer_Split\train\Mild_Demented\mild_209.jpg
train,Mild_Demented,mild_210.jpg,.jpg,128,128,1,L,4.43,0.0043,C:\Users\mohib\Desktop\Alzheimer_Split\train\Mild_Demented\mild_210.jpg
train,Mild_Demented,mild_211.jpg,.jpg,128,128,1,L,4.24,0.0041,C:\Users\mohib\Desktop\Alzheimer_Split\train\Mild_Demented\mild_211.jpg
train,Mild_Demented,mild_212.jpg,.jpg,128,128,1,L,4.13,0.004,C:\Users\mohib\Desktop\Alzheimer_Split\train\Mild_Demented\mild_212.jpg
train,Mild_Demented,mild_215.jpg,.jpg,128,128,1,L,4.41,0.0043,C:\Users\mohib\Desktop\Alzheimer_Split\train\Mild_Demented\mild_215.jpg
train,Mild_Demented,mild_216.jpg,.jpg,128,128,1,L,4.39,0.0043,C:\Users\mohib\Desktop\Alzheimer_Split\train\Mild_Demented\mild_216.jpg
train,Mild_Demented,mild_218.jpg,.jpg,128,128,1,L,4.32,0.0042,C:\Users\mohib\Desktop\Alzheimer_Split\train\Mild_Demented\mild_218.jpg
train,Mild_Demented,mild_219.jpg,.jpg,128,128,1,L,4.63,0.0045,C:\Users\mohib\Desktop\Alzheimer_Split\train\Mild_Demented\mild_219.jpg
train,Mild_Demented,mild_22.jpg,.jpg,128,128,1,L,4.13,0.004,C:\Users\mohib\Desktop\Alzheimer_Split\train\Mild_Demented\mild_22.jpg
train,Mild_Demented,mild_221.jpg,.jpg,128,128,1,L,4.43,0.0043,C:\Users\mohib\Desktop\Alzheimer_Split\train\Mild_Demented\mild_221.jpg
train,Mild_Demented,mild_222.jpg,.jpg,128,128,1,L,4.55,0.0044,C:\Users\mohib\Desktop\Alzheimer_Split\train\Mild_Demented\mild_222.jpg
train,Mild_Demented,mild_223.jpg,.jpg,128,128,1,L,4.62,0.0045,C:\Users\mohib\Desktop\Alzheimer_Split\train\Mild_Demented\mild_223.jpg
train,Mild_Demented,mild_224.jpg,.jpg,128,128,1,L,4.38,0.0043,C:\Users\mohib\Desktop\Alzheimer_Split\train\Mild_Demented\mild_224.jpg
train,Mild_Demented,mild_225.jpg,.jpg,128,128,1,L,4.05,0.004,C:\Users\mohib\Desktop\Alzheimer_Split\train\Mild_Demented\mild_225.jpg
train,Mild_Demented,mild_228.jpg,.jpg,128,128,1,L,4.38,0.0043,C:\Users\mohib\Desktop\Alzheimer_Split\train\Mild_Demented\mild_228.jpg
train,Mild_Demented,mild_229.jpg,.jpg,128,128,1,L,4.48,0.0044,C:\Users\mohib\Desktop\Alzheimer_Split\train\Mild_Demented\mild_229.jpg
train,Mild_Demented,mild_23.jpg,.jpg,128,128,1,L,4.2,0.0041,C:\Users\mohib\Desktop\Alzheimer_Split\train\Mild_Demented\mild_23.jpg
train,Mild_Demented,mild_231.jpg,.jpg,128,128,1,L,4.42,0.0043,C:\Users\mohib\Desktop\Alzheimer_Split\train\Mild_Demented\mild_231.jpg
train,Mild_Demented,mild_232.jpg,.jpg,128,128,1,L,4.49,0.0044,C:\Users\mohib\Desktop\Alzheimer_Split\train\Mild_Demented\mild_232.jpg
train,Mild_Demented,mild_233.jpg,.jpg,128,128,1,L,4.33,0.0042,C:\Users\mohib\Desktop\Alzheimer_Split\train\Mild_Demented\mild_233.jpg
train,Mild_Demented,mild_234.jpg,.jpg,128,128,1,L,4.47,0.0044,C:\Users\mohib\Desktop\Alzheimer_Split\train\Mild_Demented\mild_234.jpg
train,Mild_Demented,mild_235.jpg,.jpg,128,128,1,L,4.28,0.0042,C:\Users\mohib\Desktop\Alzheimer_Split\train\Mild_Demented\mild_235.jpg
train,Mild_Demented,mild_236.jpg,.jpg,128,128,1,L,4.04,0.0039,C:\Users\mohib\Desktop\Alzheimer_Split\train\Mild_Demented\mild_236.jpg
train,Mild_Demented,mild_237.jpg,.jpg,128,128,1,L,4.59,0.0045,C:\Users\mohib\Desktop\Alzheimer_Split\train\Mild_Demented\mild_237.jpg
train,Mild_Demented,mild_238.jpg,.jpg,128,128,1,L,4.43,0.0043,C:\Users\mohib\Desktop\Alzheimer_Split\train\Mild_Demented\mild_238.jpg
train,Mild_Demented,mild_239.jpg,.jpg,128,128,1,L,4.3,0.0042,C:\Users\mohib\Desktop\Alzheimer_Split\train\Mild_Demented\mild_239.jpg
train,Mild_Demented,mild_240.jpg,.jpg,128,128,1,L,4.25,0.0042,C:\Users\mohib\Desktop\Alzheimer_Split\train\Mild_Demented\mild_240.jpg
train,Mild_Demented,mild_241.jpg,.jpg,128,128,1,L,4.51,0.0044,C:\Users\mohib\Desktop\Alzheimer_Split\train\Mild_Demented\mild_241.jpg
train,Mild_Demented,mild_243.jpg,.jpg,128,128,1,L,4.42,0.0043,C:\Users\mohib\Desktop\Alzheimer_Split\train\Mild_Demented\mild_243.jpg
train,Mild_Demented,mild_245.jpg,.jpg,128,128,1,L,4.37,0.0043,C:\Users\mohib\Desktop\Alzheimer_Split\train\Mild_Demented\mild_245.jpg
train,Mild_Demented,mild_247.jpg,.jpg,128,128,1,L,4.49,0.0044,C:\Users\mohib\Desktop\Alzheimer_Split\train\Mild_Demented\mild_247.jpg
train,Mild_Demented,mild_250.jpg,.jpg,128,128,1,L,4.55,0.0044,C:\Users\mohib\Desktop\Alzheimer_Split\train\Mild_Demented\mild_250.jpg
train,Mild_Demented,mild_252.jpg,.jpg,128,128,1,L,4.39,0.0043,C:\Users\mohib\Desktop\Alzheimer_Split\train\Mild_Demented\mild_252.jpg
train,Mild_Demented,mild_253.jpg,.jpg,128,128,1,L,4.17,0.0041,C:\Users\mohib\Desktop\Alzheimer_Split\train\Mild_Demented\mild_253.jpg
train,Mild_Demented,mild_254.jpg,.jpg,128,128,1,L,4.39,0.0043,C:\Users\mohib\Desktop\Alzheimer_Split\train\Mild_Demented\mild_254.jpg
train,Mild_Demented,mild_255.jpg,.jpg,128,128,1,L,4.53,0.0044,C:\Users\mohib\Desktop\Alzheimer_Split\train\Mild_Demented\mild_255.jpg
train,Mild_Demented,mild_256.jpg,.jpg,128,128,1,L,4.39,0.0043,C:\Users\mohib\Desktop\Alzheimer_Split\train\Mild_Demented\mild_256.jpg
train,Mild_Demented,mild_258.jpg,.jpg,128,128,1,L,4.4,0.0043,C:\Users\mohib\Desktop\Alzheimer_Split\train\Mild_Demented\mild_258.jpg
train,Mild_Demented,mild_259.jpg,.jpg,128,128,1,L,4.46,0.0044,C:\Users\mohib\Desktop\Alzheimer_Split\train\Mild_Demented\mild_259.jpg
train,Mild_Demented,mild_26.jpg,.jpg,128,128,1,L,4.01,0.0039,C:\Users\mohib\Desktop\Alzheimer_Split\train\Mild_Demented\mild_26.jpg
train,Mild_Demented,mild_260.jpg,.jpg,128,128,1,L,4.51,0.0044,C:\Users\mohib\Desktop\Alzheimer_Split\train\Mild_Demented\mild_260.jpg
train,Mild_Demented,mild_261.jpg,.jpg,128,128,1,L,4.29,0.0042,C:\Users\mohib\Desktop\Alzheimer_Split\train\Mild_Demented\mild_261.jpg
train,Mild_Demented,mild_262.jpg,.jpg,128,128,1,L,4.49,0.0044,C:\Users\mohib\Desktop\Alzheimer_Split\train\Mild_Demented\mild_262.jpg
train,Mild_Demented,mild_264.jpg,.jpg,128,128,1,L,4.25,0.0041,C:\Users\mohib\Desktop\Alzheimer_Split\train\Mild_Demented\mild_264.jpg
train,Mild_Demented,mild_265.jpg,.jpg,128,128,1,L,4.58,0.0045,C:\Users\mohib\Desktop\Alzheimer_Split\train\Mild_Demented\mild_265.jpg
train,Mild_Demented,mild_266.jpg,.jpg,128,128,1,L,4.52,0.0044,C:\Users\mohib\Desktop\Alzheimer_Split\train\Mild_Demented\mild_266.jpg
train,Mild_Demented,mild_267.jpg,.jpg,128,128,1,L,4.42,0.0043,C:\Users\mohib\Desktop\Alzheimer_Split\train\Mild_Demented\mild_267.jpg
train,Mild_Demented,mild_268.jpg,.jpg,128,128,1,L,4.34,0.0042,C:\Users\mohib\Desktop\Alzheimer_Split\train\Mild_Demented\mild_268.jpg
train,Mild_Demented,mild_269.jpg,.jpg,128,128,1,L,4.51,0.0044,C:\Users\mohib\Desktop\Alzheimer_Split\train\Mild_Demented\mild_269.jpg
train,Mild_Demented,mild_27.jpg,.jpg,128,128,1,L,4.02,0.0039,C:\Users\mohib\Desktop\Alzheimer_Split\train\Mild_Demented\mild_27.jpg
train,Mild_Demented,mild_270.jpg,.jpg,128,128,1,L,4.44,0.0043,C:\Users\mohib\Desktop\Alzheimer_Split\train\Mild_Demented\mild_270.jpg
train,Mild_Demented,mild_271.jpg,.jpg,128,128,1,L,4.45,0.0043,C:\Users\mohib\Desktop\Alzheimer_Split\train\Mild_Demented\mild_271.jpg
train,Mild_Demented,mild_272.jpg,.jpg,128,128,1,L,4.43,0.0043,C:\Users\mohib\Desktop\Alzheimer_Split\train\Mild_Demented\mild_272.jpg
train,Mild_Demented,mild_273.jpg,.jpg,128,128,1,L,4.34,0.0042,C:\Users\mohib\Desktop\Alzheimer_Split\train\Mild_Demented\mild_273.jpg
train,Mild_Demented,mild_275.jpg,.jpg,128,128,1,L,4.47,0.0044,C:\Users\mohib\Desktop\Alzheimer_Split\train\Mild_Demented\mild_275.jpg
train,Mild_Demented,mild_277.jpg,.jpg,128,128,1,L,4.41,0.0043,C:\Users\mohib\Desktop\Alzheimer_Split\train\Mild_Demented\mild_277.jpg
train,Mild_Demented,mild_278.jpg,.jpg,128,128,1,L,4.59,0.0045,C:\Users\mohib\Desktop\Alzheimer_Split\train\Mild_Demented\mild_278.jpg
train,Mild_Demented,mild_279.jpg,.jpg,128,128,1,L,4.65,0.0045,C:\Users\mohib\Desktop\Alzheimer_Split\train\Mild_Demented\mild_279.jpg
train,Mild_Demented,mild_28.jpg,.jpg,128,128,1,L,3.95,0.0039,C:\Users\mohib\Desktop\Alzheimer_Split\train\Mild_Demented\mild_28.jpg
train,Mild_Demented,mild_280.jpg,.jpg,128,128,1,L,4.39,0.0043,C:\Users\mohib\Desktop\Alzheimer_Split\train\Mild_Demented\mild_280.jpg
train,Mild_Demented,mild_281.jpg,.jpg,128,128,1,L,4.18,0.0041,C:\Users\mohib\Desktop\Alzheimer_Split\train\Mild_Demented\mild_281.jpg
train,Mild_Demented,mild_283.jpg,.jpg,128,128,1,L,4.54,0.0044,C:\Users\mohib\Desktop\Alzheimer_Split\train\Mild_Demented\mild_283.jpg
train,Mild_Demented,mild_285.jpg,.jpg,128,128,1,L,4.49,0.0044,C:\Users\mohib\Desktop\Alzheimer_Split\train\Mild_Demented\mild_285.jpg
train,Mild_Demented,mild_286.jpg,.jpg,128,128,1,L,4.36,0.0043,C:\Users\mohib\Desktop\Alzheimer_Split\train\Mild_Demented\mild_286.jpg
train,Mild_Demented,mild_287.jpg,.jpg,128,128,1,L,4.41,0.0043,C:\Users\mohib\Desktop\Alzheimer_Split\train\Mild_Demented\mild_287.jpg
train,Mild_Demented,mild_288.jpg,.jpg,128,128,1,L,4.46,0.0044,C:\Users\mohib\Desktop\Alzheimer_Split\train\Mild_Demented\mild_288.jpg
train,Mild_Demented,mild_289.jpg,.jpg,128,128,1,L,4.29,0.0042,C:\Users\mohib\Desktop\Alzheimer_Split\train\Mild_Demented\mild_289.jpg
train,Mild_Demented,mild_29.jpg,.jpg,128,128,1,L,4.03,0.0039,C:\Users\mohib\Desktop\Alzheimer_Split\train\Mild_Demented\mild_29.jpg
train,Mild_Demented,mild_290.jpg,.jpg,128,128,1,L,4.53,0.0044,C:\Users\mohib\Desktop\Alzheimer_Split\train\Mild_Demented\mild_290.jpg
train,Mild_Demented,mild_291.jpg,.jpg,128,128,1,L,4.41,0.0043,C:\Users\mohib\Desktop\Alzheimer_Split\train\Mild_Demented\mild_291.jpg
train,Mild_Demented,mild_293.jpg,.jpg,128,128,1,L,4.62,0.0045,C:\Users\mohib\Desktop\Alzheimer_Split\train\Mild_Demented\mild_293.jpg
train,Mild_Demented,mild_296.jpg,.jpg,128,128,1,L,4.23,0.0041,C:\Users\mohib\Desktop\Alzheimer_Split\train\Mild_Demented\mild_296.jpg
train,Mild_Demented,mild_299.jpg,.jpg,128,128,1,L,4.36,0.0043,C:\Users\mohib\Desktop\Alzheimer_Split\train\Mild_Demented\mild_299.jpg
train,Mild_Demented,mild_3.jpg,.jpg,128,128,1,L,4.21,0.0041,C:\Users\mohib\Desktop\Alzheimer_Split\train\Mild_Demented\mild_3.jpg
train,Mild_Demented,mild_302.jpg,.jpg,128,128,1,L,4.38,0.0043,C:\Users\mohib\Desktop\Alzheimer_Split\train\Mild_Demented\mild_302.jpg
train,Mild_Demented,mild_303.jpg,.jpg,128,128,1,L,4.48,0.0044,C:\Users\mohib\Desktop\Alzheimer_Split\train\Mild_Demented\mild_303.jpg
train,Mild_Demented,mild_305.jpg,.jpg,128,128,1,L,4.39,0.0043,C:\Users\mohib\Desktop\Alzheimer_Split\train\Mild_Demented\mild_305.jpg
train,Mild_Demented,mild_307.jpg,.jpg,128,128,1,L,4.54,0.0044,C:\Users\mohib\Desktop\Alzheimer_Split\train\Mild_Demented\mild_307.jpg
train,Mild_Demented,mild_308.jpg,.jpg,128,128,1,L,4.5,0.0044,C:\Users\mohib\Desktop\Alzheimer_Split\train\Mild_Demented\mild_308.jpg
train,Mild_Demented,mild_311.jpg,.jpg,128,128,1,L,4.49,0.0044,C:\Users\mohib\Desktop\Alzheimer_Split\train\Mild_Demented\mild_311.jpg
